day	دن
jack knife	بڑا جیبی چاقو
jackleg	بے ایمان
jackfruit	کٹھل
jack hammer	بڑا ہتوڑا
jack o’ lantern	غول بیابانی
jack plane	بڑا رندہ
perplexity	خلفشار
perplexity	مشکل
perplexity	پریشانی
perplexity	پیچ و خم
perplexed	پریشان
perplexity	چکر
perplexity	دقت
perplexity	گھبراہٹ
perplexity	پیچ و تاب
perplexity	پھندا
fix	مسئلہ حل کرنا
foot	قدم
Kirkuk	کرکوک
inartificial	بے بناوٹ
inartificial	بھدا
inattention	بے رخی
inattention	ڈھیل
inaptitude	مناسبت
inattention	عدم توجہی
inarticulate	گونگا
inarticulate	مہمل
inarticulate	بے ربط
inarticulate	غریب
glass	شیشہ
glass	گلاس
hate	گھرنا کرنا
experience	پہچان
experience	تجربہ
experienced	کار آزمودہ
dolphin	ڈولفن
spouting whale	پانی کا فوارہ نکالتی وہیل
smirch	ننگ
smirch	کثافت
smiling	خندان
smiling	مسکراہٹ
smiling	متبسم
smile	تبسم
smile	مسکرا ہٹ
smile	ابتسام
smile	مسکرانا
smile	مسکانا
wench	نوکرانی
wench	لڑکی
welter	لتہڑنا
welter	خلت ملت ہونا
wen	جلد کے نیچے ورم
wench	بچی
wench	فاحشہ
wench	دو شیزہ
pyrogenic	بخار آور
pyrogenic	آتش گیر
pygmy	پودنا
pygmy	بالشتیا
pyre	چتا
pyramid	ہرم
puzzlement	حیرت زدگی
puzzlement	ہرانی
puzzlement	الجھن
puzzlement	پریشانی
Lesotho	لیسوتھو
Lithuania	لتھوانیا
Sri Lanka	سری لنکا
uncalled for	بے محل
unbuild	تباہ و برباد کرنا
unburden	دل کا بوجھ ہٹانا
unbroken	سلسلہ وار
unbuckle	بکسوا کھولنا
unbroken	ثابت
unbroken	سالم
coffin	تابوت
northern lights	شمالی قطب روشنی
northing	عرض شمالی
northern	شمال کا
northern	شمال میں واقع
northerly	شمال سے متعلق
northern	شمالی
Northern Hemisphere	(نصف) کرہ شمالی
northern lights	انوار شمالی
northernmost	انتہائ شمالی
northerner	شمالی با شندے
honour	سلام
homage	سلام
embed	جما دینا
embed	گاڑ دینا
embedded	جما ہوا
embedded	گاڑا ہوا
embarrassingly	بوکھلائے ہوئے
embarrassment	شرمندگی
embassy	سفارت خانہ
embarrassingly	پریشانی سے
embellish	سجانا
embellish	نکھارنا
silvery	سیمیں
blunt	کند
blunt	گستاخ
blunder	لغزش
blunder	خطا
blunder	غلطی
blunder	لغزش کرنا
bluff	جھانسا
bluff	گیدڑ بھپکی
simian	بندر جیسا
redouble	اضافہ کرنا
count	گننا
memory	ذکر
memory	یاد
lie down	لیٹنا
sit	بیٹھنا
Washington	ریاست واشنگٹن
ripeness	بلوغ
connect	باندھنا
rajah	راجا
utilitarian	افادی
uterus	رحم
sleep	نیند
oblique	منحرف
oblique	اڑی
oblique	ترچھی
oblique	ترچھا
obliqueness	انحراف
obliquely	کنایتن
obliquity	غلطی
obliqueness	ترچھا پن
obliquity	تیڑھا پن
obliquity	انحراف
pace	ڈگ
oxtail	گاؤ دم
bring up	پالنا پوسنا
marines	جنگی
martial	جنگی
soldierlike	جنگی
soldierly	جنگی
warlike	جنگی
warriorlike	جنگی
courtesy	خوش اخلاقی
courtesy	مدارا
courtesy	آؤ بھگت
courtesy	ادب
courtesy	الطفات
courtesy	اخلاق
courteous	با ادب
courteous	خلیق
courteous	خوش اخلاق
courteous	شائستہ
lath	کھپچی
insertion	شمول
insertion	پیوستگی
insertion	دخول
insertion	اندراج
inserted	داخل
insert	اڑسنا
insert	پیلنا
insert	لگانا
inset	داخل کرنا
inset	اندر لگانا
nature	خصلت
nature	خو
grandmother	نانی
mudra	مدرا
circuit	دوران
circle	گھومنا
circuit	حلقہ
circuit	گولائ
circuit	گھیرا
circuit	گھیر
press	دبانا
innovation	تبدیلی
innovator	موجد
innovate	نئ راہ نکالنا
innovate	اختراع کرنا
innovation	اختراع
Hera	ہیرہ
trivialise	ادنا بنانا
trivialise	حقیر کرنا
biochemistry	حیاتی کیمیاء
foundation	بیخ
foundation	بنا
evil eye	نظر
crazy	پاگل
crazy	دیوانه
goodwill	احسان
goods train	مال گاڑی
goods	مال
goods	جنس
goods	سودا
goods	متاع
good for nothing	نا کارہ
good for nothing	بے شغل
good for nothing	نکما
picture element	تصویر عنصر
Abraham	ابراہیم علیہ السلام
Afghanistan	افغانستان
Fujin	فوجن
incrustation	پپڑی
incriminate	الزام لگانا
incriminate	ملزم ٹھیرانا
incrimination	الزام تراشی
incrustation	کھرنڈ
increment	زیادتی
incremental	افزائشی
bad	برا
bad	خراب
even	حتا کہ
evenness	مساوات
evasive	مجتنب
eve	سر وقت
even	برابر
even	بھی
even	پھر
even	راست
even	صاف
even	سپاٹ
narrow	تنگ کرنا
narratory	وضاحتی
indweller	باسی
inebriant	متوالا
thinking face	سوچتا چہرہ
dahlia	ڈہلیا
Pandora	پنڈورا
husband	شوہر
Kan	کان
tuk-tuk	آٹو رکشا
cultivation	باریک خیالی
cultivation	جتائ
cultivation	کاشت
chimney	چمنی
happiness	خوشی
earn	کمانا
pineapple	انناس
set	مجموعہ
mushy	گودے والا
mushy	ناتوان جذباتی
mushy	نرم
mushiness	جذباتیت
mush	دلیا
mush	نرم گودا
mush	پیدل سفر کرنا
mushy	گاڑھا
mushiness	گاڑھا پن
mushiness	نرمی
door	دروازہ
gate	دروازہ
footman	پیادہ
footman	نوکر
footman	خادم
foothold	جمع قدم
footfall	قدم کی چاپ
footboard	پائے دان
foot	پیروں
foot	پیر
foot	پاؤں
chatter box	گپپی
writing hand	لکھتا ہوا ہاتھ
St. Lucia	سینٹ لوسیا
Latvia	لٹویا
IIS	IIS
IKE	IKE
unacceptable	ناپسند
cahier	دفتر
cage	قفس
cajole	پھسلانا
cahoot	ساجھا
caesarian	قیصری
Caesar	قیصر
cage	پنجرہ
café	قہوہ خانہ
calamity	آفت
cajole	ور غلانا
Thotlavalluru	آندھرا پردیش
Tollywood	آندھرا پردیش
memory	یاد
villainy	سفلہ پن
villainy	کمینگی
villainous	شریر
villainous	مفسد
insulin	جزیرین
compass	گھیر
compass	پر کار
compassion	درد
Traditional Han	روایتی ہان
Traditional	روایتی
Hebrew	عبرانی
compassion	رحم
compass	گھیرنا
compassion	اشفاق
bloodless	مردہ
bloodless	مردار
bloodless	بے ہمت
bloodless	بے درد
bloodcurdling	وحشت ناک
blood	لہو
blood	خون
blond	گوری رنگت اور سنہرے بال والا
bloodletting	لہو کاری
bloodletting	فسد
love	جان
love	عشق
love	محبت
love	پیار
love	پریم
love	عشق
love	محبت
love	پیار
tent	خیمہ
percent	جیصدی
label	پرچی
labia	لب
label	طبقہ بندی کرنا
verbalist	لفاظی میں ماہر
insolvent	دوالیہ
insolvent	بے مقدور
insolvency	نا داری
insolvency	مفلسی
insolvency	دوالیا پن
insolvency	دوالا
insolent	شوخ
insolent	سرکش
insolent	مغرور
insolent	گستاخ
several	چند
seven	سات
sunflower	سورج مکھی
sunflower	سوریہ مکھی
table	میز
table	پہاڑا
tab	تہ
table	جدول
tab	چوٹی سی پرچی
tab	پٹی
mistakenly	غلطی سے
mistaken	نا درست
mistake	غلطی
mistake	بھول
mistaken	غلط
mistakable	خطا پزیر
mistake	لغزش
is	ہونا
harvest	پھل
harvest	پیدا وار
has been	شدہ
hash	قیمہ بنانا
hasp	چٹ خنی
many	اکثر
tennis	ٹینس
conspicous	اجاگر
conspicous	ظاہر
consortium	جماعت
consortium	شرکت
consonant	مطابق
consortium	انجمن
conspicous	جلی
conspicous	نمایاں
conspicous	اشکارا
conspicous	بیان
blackmail	دھونس
blackmail	دھوکا بازی
black market	چور بازار
black marketing	چور بازاری
black	نجس
black	تیرہ
black	زنی
black ritual	کالا علم
blacken	کالا کرنا
Abu Ghraib	ابو غریب
Arabic	عربی
Ukrainian	یُوکرینی
involve	پھانسنا
involve	ساننا
involve	الجھانا
involve	ملوث ہونا
involved	گرفتار
involved	لگی لپٹی
involved	مبتلا
involved	پیچیدہ
involved	وابستہ
magician	ساحر
magic	نیرنگی
magic	ساحری
magic	جادو
magic	نیرنگ
magical	جادوانہ
magical	سحری
magic	سحر
magic	کالا جادو
lover	پیا
lover	پروانہ
hail from	کہیں کا ہونا
hail stone	اولا
hair	گیسو
hair	مو
hair	پشم
hair	رواں
movement	چال
movelessly	بے حرکتی
movement	آمد و رفت
moveless	بے حرکت
moving	متحرک
moving	رواں
movement	جنبش
movement	رفتار
eye	آنکھ
eye	نین
eye	نیتر
dignity	جاہ
dignity	مرتبہ
dignity	دب دبہ
dignity	حشمت
dignity	حرمت
dignity	عزت
dignity	سنجیدگی
bitter	کڑوا
ezafe	اضافہ
tor	پہاڑی
topsyturvy	زیر و زبر
topsyturvy	الٹ پلٹ
topsyturvy	دگر گون
torchon	صافی
torchbearer	مشعل بردار
torchbearer	مشعلچی
torch	مشعل
torment	ازر پہنچانا
notebook with decorative cover	سجاوٹی کوور والی نوٹ بک
class	جماعت
blue book	نیلی کتاب
maraud	بربادی کرنا
maraud	لوٹ مار کرنا
mar	خراب کرنا
mar	مسخ کرنا
marah	کڑواہٹ
marah	تلخی
marasmus	سوکھا (بیماری)
marathon	لمبی دوڑ
tap	ٹیپ
why not?	کین نہیں
wick	بتتی
whose?	کس کی
whose?	کس کا
whose?	کس کے
whup	ہرانا
why	کین
whosoever	جو بھی
whosoever	کوئ بھی
idiosyncrasy	انفرادی مزاج
idiomatically	موحورتن
idiomatic	با محاورہ
idiom	محاورہ
University of Göttingen	جامعہ گوٹنجن
quintessence	ست
quintessential	آکاشی
quince	سفر جل
quinsy	پیپ بھرا
quintessence	عرق
quintessence	جوہر
quintessence	خلاصہ
quintessence	لب لباب
quintessence	نچوڑ
quintessence	رس
apt	مستعد
apt	مائل
aptness	مناسبت
apricot	خوبانی
apricate	دھوپ سینکنا
apse	طاق
apse	جھروکہ?
loot	لُوٹنا
sewadar	سیوادار
sewadar	سیوک
sewadar	سیوکا
Thomas J. Abercrombie	تھامس جے ایبر کرومبے
gerontology	ضعیفیات
knubble	گمڑی
knubble	گھونسا مارنا
knuckle	تھپ تھپانا
knuckle	گٹا
Romania	رومانیہ
notification area	اعلان علاقہ
degrees Celsius	ڈگری سیلسیس
knots	kn
metres per second	میٹر فی سیکنڈ
meters per second	میٹر فی سیکنڈ
miles per hour	میل فی گھنٹہ
millibars	ملی بار
pounds per square inch	psi
inches of mercury	انچ مرکری
Mongolia	منگولیا
horizon	افق
sauce	چٹنی
topping	چٹنی
anger	غصہ دلانا
anger	ژیان
anger	جلاپا
anger	جلال
anger	حرارہ
anger	خفگی
anger	ابال
anger	طیش
anger	تن پھن
anger	خشم
disloyalty	بغاوت
feud	جھگڑا
fetish	تعویذ
fettered	پابند
fetter	پابند کرنا
fetish	گنڈا
fettered	قید
fetter	پابند
fetter	جولان
fetter	بیڑی لگانا
fetter	قید
modestly	خاک ساری سے
modest	شرمیلا
modest	حیا دار
modest	بے زبان
modest	محجوب
modest	خاک سار
modernistic	جدید سوچ کا
modernist	جددت پسند
modernity	جدیدیت
modernise	جدید رنگ میں رنگنا
Birbal	راجا بیربل
composite number	مرکب عدد
old age	بڑھاپا
ruler	حکم ران
ruler	پادشاہ
ruler	صاحب
ruler	والی
rule	ضابطہ
rule	حکومت کرنا
rule	راج کرنا
ruler	حاکم
ruling	حکم ران
rum	انوکھا
!Xũ	انگولا
Angola	انگولا
Herero	انگولا
Republic of Angola	انگولا
Antartica	انٹار ٹکا
Antartica	انٹارکٹیکا
antarctictite	انٹار ٹکا
antarctictite	انٹارکٹیکا
Argentina	ارجنٹائن
Argentine Republic	ارجنٹائن
Austria	آسٹریا
Republic of Austria	آسٹریا
Arnhem Land	آسٹریلیا
Arrernte	آسٹریلیا
Aussieland	آسٹریلیا
Awabakal	آسٹریلیا
Cairns	آسٹریلیا
Caloundra	آسٹریلیا
Commonwealth of Australia	آسٹریلیا
Darkinjung	آسٹریلیا
Datiwuy	آسٹریلیا
Duwal	آسٹریلیا
Emerald	آسٹریلیا
Fraser Island	آسٹریلیا
Gold Coast	آسٹریلیا
Hervey Bay	آسٹریلیا
Mbabaram	آسٹریلیا
Melbournite	آسٹریلیا
Muk-thang	آسٹریلیا
Newcastle	آسٹریلیا
Oz	آسٹریلیا
Polwarth	آسٹریلیا
Route 66	آسٹریلیا
Sydney	آسٹریلیا
Sydney-sider	آسٹریلیا
Upsidedownland	آسٹریلیا
Wagga Wagga	آسٹریلیا
Wik-Mungkan	آسٹریلیا
Windsor	آسٹریلیا
Wiradhuri	آسٹریلیا
Wollongong	آسٹریلیا
blackbirding	آسٹریلیا
blue swimmer crab	آسٹریلیا
couta boat	آسٹریلیا
eastern tarantula	آسٹریلیا
land down under	آسٹریلیا
woodhen	آسٹریلیا
Azerbaijan	آذر بائجان
Azerbaijan	آذربائجان
Iranian Azerbaijan	آذر بائجان
Iranian Azerbaijan	آذربائجان
Yugoslavia	بوسنیا
Yugoslavia	بوسنیا ہرزگووینا
canton	بوسنیا
canton	بوسنیا ہرزگووینا
opanak	بوسنیا
opanak	بوسنیا ہرزگووینا
Barbados	بارباڈوس
People’s Republic of Bangladesh	بانگلہ دیش
People’s Republic of Bangladesh	بنگلا دیش
kurta	بانگلہ دیش
kurta	بنگلا دیش
lungi	بانگلہ دیش
lungi	بنگلا دیش
impecunious	غریب
happily	بہ دل و جان
Happy New Year	سال نو مبارک
happy ending	خاتمہ بل خیر
happy go lucky	مست
happy go lucky	مگن
happy go lucky	لا پرواہ
happily	خوشی سے
harangue	پر جوش خطبہ دینا
haptics	لمسیات
impecunious	نا دار
helpless	مجبور
helpless	لاچار
helpless	عاجز
helpfully	معاونت سے
helpfully	مدد سے
helpful	معاون
helpless	بے یار و مدد گار
helpless	بے سر و پا
helpless	بے بس
helpless	عاری
syzygy	ایک ماہ
syzygy	مخالفت
table	کاروائ سے نکالنا
tablecloth	میز پوش
facing	در پیش
facing	سامنے
facsimile	چربہ
facing	حفاظت
fact	امر
monkey	بندر
crocodile	گھڑیال
crocodile	مگر
nucleus	مرکزہ
wheel	پھرانا
wheeze	زور زور سے سانس لینا
wheelcart	چکڑا
whelk	دانہ
whelk	پھنسی
Raj Kapoor	راج کپور
where	کہاں
unclean	پلید
unclean	نجس
unclean	نا پاک
unclean	خراب
unclean	کثیف
unclean	برا
